Joint1_X,Joint1_Y,Joint1_Z,Joint2_X,Joint2_Y,Joint2_Z,Joint3_X,Joint3_Y,Joint3_Z,Joint4_X,Joint4_Y,Joint4_Z,Joint5_X,Joint5_Y,Joint5_Z,Joint6_X,Joint6_Y,Joint6_Z,Joint7_X,Joint7_Y,Joint7_Z,Joint8_X,Joint8_Y,Joint8_Z,Joint9_X,Joint9_Y,Joint9_Z,Joint10_X,Joint10_Y,Joint10_Z,Joint11_X,Joint11_Y,Joint11_Z,Joint12_X,Joint12_Y,Joint12_Z,Joint13_X,Joint13_Y,Joint13_Z,Joint14_X,Joint14_Y,Joint14_Z,Joint15_X,Joint15_Y,Joint15_Z,Joint16_X,Joint16_Y,Joint16_Z,Joint17_X,Joint17_Y,Joint17_Z,Joint18_X,Joint18_Y,Joint18_Z,Joint19_X,Joint19_Y,Joint19_Z,Joint20_X,Joint20_Y,Joint20_Z,Joint21_X,Joint21_Y,Joint21_Z,Joint22_X,Joint22_Y,Joint22_Z,Joint23_X,Joint23_Y,Joint23_Z,Joint24_X,Joint24_Y,Joint24_Z,Joint25_X,Joint25_Y,Joint25_Z,Joint26_X,Joint26_Y,Joint26_Z,Joint27_X,Joint27_Y,Joint27_Z,Joint28_X,Joint28_Y,Joint28_Z,Joint29_X,Joint29_Y,Joint29_Z,Joint30_X,Joint30_Y,Joint30_Z,Joint31_X,Joint31_Y,Joint31_Z,Joint32_X,Joint32_Y,Joint32_Z,Joint33_X,Joint33_Y,Joint33_Z,LLABEL
0.539447904,0.213354766,-0.001561687,0.537646353,0.201208204,0.00196777,0.538618505,0.200820386,-0.002798095,0.539562702,0.200427473,-0.002161771,0.53204,0.201206446,0.000198617,0.529147267,0.2008228,-4.60E-05,0.526288509,0.20047915,-0.000696306,0.532135844,0.200384021,0.000168989,0.513842642,0.201463759,0.000600197,0.53710103,0.223346964,0.001558413,0.530296266,0.22312735,0.000526154,0.549126625,0.258472681,-0.03319772,0.476510882,0.250922054,-0.092490956,0.566410899,0.335809112,0.035310298,0.462930948,0.331647038,-0.07145609,0.568384945,0.403717846,0.032766066,0.466129005,0.406427741,-0.119030468,0.572128534,0.429005295,0.042467318,0.460071206,0.433139205,-0.127910957,0.566713393,0.425545365,0.032755539,0.470261931,0.431868792,-0.133409068,0.562117219,0.415949881,0.036114644,0.474146068,0.421624213,-0.128767803,0.538284063,0.41484651,0.037394553,0.495814234,0.414433599,-0.03747436,0.546092451,0.533183098,0.00092945,0.501577199,0.536301374,-0.101833634,0.540808201,0.645650744,0.074332327,0.503088951,0.652964294,-0.025214646,0.533082485,0.663484037,0.0851546,0.501439989,0.670606494,-0.009503765,0.560903549,0.684184253,0.062182333,0.509589493,0.694177806,-0.02442483,0
0.521160722,0.223092169,-0.001238009,0.523841739,0.210030079,0.001698437,0.526772559,0.209583029,-0.003084085,0.529667854,0.209131777,-0.001830742,0.514880478,0.21020183,-0.000310539,0.511562884,0.209907457,0.000457852,0.508272529,0.209654212,-0.000569078,0.531141102,0.208488941,9.91E-06,0.501022816,0.209443346,0.000872456,0.525344312,0.231016323,0.001197143,0.514056683,0.231213674,0.000456663,0.556014955,0.260604113,-0.113937065,0.475000739,0.256565541,-0.150348157,0.568122804,0.339742541,-0.021973837,0.462965488,0.333067358,-0.059488285,0.570800602,0.412970185,-0.038082521,0.464736819,0.41030845,-0.090446971,0.574694395,0.438449383,-0.032970034,0.458807737,0.434758514,-0.08499369,0.56859535,0.436638743,-0.04317956,0.467285275,0.433694571,-0.094732046,0.562894464,0.426935792,-0.040416375,0.472860694,0.424978346,-0.092088662,0.539758086,0.415835261,0.03416045,0.49508208,0.415383846,-0.023271125,0.54393518,0.532788336,-0.040156063,0.500086308,0.537031293,-0.075255699,0.539412916,0.642349541,0.091149136,0.49579671,0.643265665,0.019177597,0.533251166,0.658838987,0.103166506,0.497292519,0.657267869,0.048845511,0.554339886,0.684868395,0.070082732,0.492536366,0.68855691,0.04536901,0
0.940710068,0.296863437,0.000147416,0.937507987,0.28635329,0.002118463,0.938387275,0.285753071,-0.003112032,0.939205766,0.285152137,-0.001332342,0.932498097,0.287918687,-0.00029641,0.929766655,0.28841722,0.001245897,0.927040935,0.288955271,2.51E-05,0.931824327,0.288163036,-0.000693556,0.915784538,0.293564677,0.000285171,0.939370215,0.306998909,0.001227174,0.932721615,0.308825791,0.000990064,0.937691271,0.336211979,-0.11488118,0.884464562,0.346847713,-0.231003314,0.961575091,0.393471122,-0.004647536,0.888510823,0.432541877,-0.231207192,0.975071371,0.413444459,-0.093508653,0.942556798,0.430133015,-0.257552803,0.979630053,0.424969673,-0.110687405,0.958515763,0.436227798,-0.267326206,0.977607906,0.414773554,-0.117097318,0.958122313,0.421831131,-0.270516545,0.973697364,0.411883473,-0.106622986,0.952049851,0.419276237,-0.268755704,0.900565982,0.450814307,0.05370855,0.86750108,0.458045989,-0.057413984,0.954638481,0.518334866,-0.09850511,0.910459518,0.541097343,-0.212272599,0.927638173,0.597370088,0.075093731,0.890384734,0.625864267,-0.0497154,0.916886389,0.608853519,0.077528454,0.881618261,0.637350857,-0.043213308,0.951102018,0.628896415,0.04485222,0.909166217,0.663432896,-0.085156456,0
0.94137162,0.297731459,-0.000460667,0.938095689,0.286489815,0.002555097,0.938584089,0.285816848,-0.002590619,0.939021945,0.285194933,-0.001020798,0.934067845,0.288323969,-0.00041699,0.931603253,0.288770735,0.001459973,0.929168165,0.289259911,-8.65E-05,0.930671871,0.286426842,-0.000806345,0.917856097,0.291814268,0.000498364,0.938839853,0.306515157,0.000761486,0.933743596,0.308398426,0.000736175,0.936403036,0.3311854,-0.084719479,0.886380494,0.346105874,-0.187264681,0.953944981,0.391528249,0.006444197,0.878120542,0.426178038,-0.181381658,0.968527317,0.414816737,-0.043951135,0.932727754,0.437866598,-0.217939094,0.975037873,0.425665349,-0.049411219,0.948304653,0.447435081,-0.223643556,0.973739266,0.418327808,-0.056002878,0.950911522,0.433547199,-0.227730095,0.969080627,0.415706217,-0.047219679,0.944824159,0.430143058,-0.225437641,0.917876959,0.453656912,0.047813632,0.88603133,0.468298793,-0.055818189,0.984234512,0.5088076,-0.095967934,0.938554049,0.546810627,-0.202693596,1.014383078,0.601193786,0.036634188,0.94475913,0.64316833,-0.063068792,1.012407184,0.622466028,0.031628825,0.938687086,0.661119878,-0.064508282,1.049767613,0.612168908,-0.007245431,0.970933199,0.666881859,-0.113832876,0
0.942659378,0.29886061,-0.000466066,0.939584494,0.286851734,0.002297497,0.940303504,0.285991013,-0.002626978,0.940975308,0.285173178,-0.001226561,0.935009599,0.28904736,2.84E-06,0.932357073,0.289583951,0.000993972,0.92973423,0.290171027,-0.000176839,0.932868421,0.285863161,-0.000760531,0.91828537,0.292445302,0.000150225,0.94039166,0.30737704,0.000923897,0.934700131,0.309773028,0.000907311,0.940862834,0.329552144,-0.102252997,0.883490682,0.346953779,-0.212170973,0.959820271,0.391385376,0.00834777,0.876230121,0.43180126,-0.211919904,0.972402811,0.418024451,-0.060769137,0.931978405,0.440546364,-0.255790919,0.978315115,0.430942833,-0.070631951,0.947946966,0.450046599,-0.265871227,0.976267517,0.42319414,-0.079185992,0.951127231,0.435512275,-0.270300537,0.971690357,0.419953316,-0.069568627,0.945234954,0.431944907,-0.266486168,0.916539967,0.456296831,0.054496996,0.880656481,0.467724264,-0.056205053,0.979098678,0.519898474,-0.12230105,0.918482721,0.552606165,-0.209985495,0.971038163,0.611457884,0.051430982,0.898531914,0.637787104,-0.046659924,0.962273002,0.626429081,0.048301332,0.890137613,0.649788141,-0.041652463,0.998014271,0.638825893,0.008414974,0.913389742,0.674134314,-0.087752417,0
0.941876292,0.297060072,-0.000310695,0.940862954,0.286266387,0.002147897,0.941751957,0.286174059,-0.002910045,0.942586422,0.286092043,-0.001068896,0.936498463,0.286447555,-0.000101113,0.934025288,0.286262333,0.001273216,0.931567371,0.286133885,-0.000276709,0.935073078,0.288085699,-0.000456191,0.92091167,0.288454473,0.000161695,0.939190984,0.306913197,0.000967442,0.933102608,0.306757212,0.000935517,0.939042151,0.33378768,-0.106444642,0.882232606,0.343654037,-0.216058075,0.96066916,0.393343687,0.001309003,0.869525433,0.42677781,-0.22595647,0.954245627,0.42958501,-0.042968251,0.917417109,0.443360895,-0.252787858,0.954228997,0.448469013,-0.049570855,0.930397272,0.454300612,-0.262635171,0.948383689,0.438817948,-0.056452833,0.934516728,0.441886663,-0.266275913,0.946467578,0.433396369,-0.048167668,0.929618657,0.437586933,-0.263186395,0.908161283,0.452466965,0.052437324,0.873017013,0.460399359,-0.052126821,0.957244575,0.520004213,-0.115544565,0.90871644,0.548543394,-0.199266881,0.937557101,0.605371177,0.050905909,0.904984057,0.625969291,-0.04580725,0.928462863,0.618696451,0.0528205,0.898617089,0.637441099,-0.036406286,0.958341956,0.636133373,0.020304244,0.922557473,0.659725904,-0.069421582,0
0.47240749,0.815825343,0.002592822,0.476449311,0.810414016,0.001188993,0.480543464,0.809895754,-0.001631947,0.484738648,0.809350133,0.000843326,0.465857983,0.809789181,-0.000293942,0.461212099,0.808562875,-0.001633624,0.456436366,0.807794333,-0.001483228,0.491581738,0.79074496,0.002680726,0.445349127,0.792563796,0.000249057,0.478420764,0.80820787,-0.002935703,0.4662714,0.807539642,-0.000463457,0.522834063,0.727768302,-0.362159789,0.416773289,0.728604019,-0.307133853,0.582550049,0.65017575,-0.187494144,0.3708601,0.662487507,-0.091398984,0.561509252,0.754435241,-0.25314346,0.39038229,0.750896335,-0.198673233,0.568710268,0.777498364,-0.252260923,0.378550261,0.768465161,-0.212758288,0.54821986,0.777921677,-0.246573851,0.396203458,0.772981167,-0.216062054,0.544661045,0.769132257,-0.253349483,0.402748197,0.765035808,-0.213314176,0.501276195,0.648047924,-0.047236543,0.457399756,0.651062548,0.037333898,0.521162033,0.618003547,0.29024297,0.470548183,0.613000751,0.363062263,0.527088702,0.579400837,0.621290326,0.47841233,0.574649096,0.717002928,0.528535903,0.567876816,0.572691619,0.480561346,0.561962605,0.663058043,0.530544698,0.609490514,0.499781787,0.482017249,0.598668993,0.597179234,0
0.4674972,0.817700803,0.003187592,0.47193256,0.812978745,0.001085093,0.475623399,0.812174678,-0.001931644,0.47944659,0.811389744,-0.000431367,0.46088782,0.812476933,-0.000947517,0.456572115,0.811119974,-0.001996516,0.452177346,0.809896886,-0.001496348,0.48670584,0.792066216,0.002732222,0.442254066,0.791593909,0.000657207,0.473931044,0.809020638,-0.003140292,0.462753505,0.808289051,-0.000142848,0.516838908,0.729811251,-0.39321059,0.416604131,0.725092649,-0.30478856,0.577443957,0.672527194,-0.202368066,0.369163156,0.670897543,-0.081355035,0.56350404,0.76194644,-0.3284657,0.388070166,0.751548052,-0.213035837,0.571239352,0.78118366,-0.316806614,0.377541184,0.765553594,-0.217036977,0.552635133,0.781802773,-0.315651357,0.394339144,0.770732105,-0.224394619,0.548539698,0.775006115,-0.316928178,0.400679439,0.765341818,-0.219934031,0.50421524,0.651511729,-0.064916313,0.460912466,0.647715211,0.04881981,0.525665104,0.623726726,0.308961511,0.470755398,0.613215148,0.43719244,0.536244094,0.579798579,0.662633479,0.477243453,0.58096993,0.809785008,0.539183736,0.567221045,0.612170398,0.478848308,0.569269598,0.754948199,0.539882183,0.612215459,0.529541433,0.484266639,0.609309971,0.691952944,0
0.461408794,0.816664457,0.003331461,0.467185944,0.810798943,0.000927704,0.471418709,0.809921145,-0.00209448,0.475734383,0.809089601,-0.000462707,0.454172254,0.81011498,-0.001529869,0.449407101,0.808697581,-0.002057472,0.444649905,0.807327867,-0.001885047,0.484981626,0.788738966,0.002682893,0.43504712,0.78744781,0.000729955,0.469412595,0.808618069,-0.003119284,0.456803828,0.807891548,-0.000122852,0.519410133,0.734036803,-0.440073639,0.409247667,0.724067748,-0.337980896,0.57823813,0.674527645,-0.213925958,0.366970628,0.664252102,-0.087373413,0.568576097,0.766943216,-0.372278601,0.389864087,0.753449678,-0.23647505,0.578566551,0.784812212,-0.35461998,0.37866649,0.768786013,-0.232079819,0.560152054,0.783913493,-0.352606267,0.394763947,0.772827566,-0.239418462,0.555377364,0.777518511,-0.355441004,0.40199253,0.766764879,-0.236234382,0.511105239,0.652369022,-0.080324128,0.463843167,0.647040427,0.056089379,0.523586631,0.623406231,0.366807431,0.469921798,0.612108707,0.486495048,0.535328627,0.578044176,0.755242705,0.475542098,0.577126443,0.893215656,0.538198948,0.565665901,0.691988766,0.478335947,0.565753162,0.827989101,0.538644671,0.609824538,0.58937031,0.478310615,0.602515399,0.747041345,0
0.943056464,0.304284096,-0.000264218,0.942442894,0.29142338,0.002409241,0.943202972,0.291021049,-0.002877013,0.943907678,0.290626943,-0.001211255,0.937833786,0.291819096,-0.00086131,0.935218036,0.291441411,0.001632828,0.932602584,0.291116863,-0.000884857,0.935764432,0.288906068,-0.000549596,0.921231866,0.289879352,0.000289366,0.939309299,0.312273026,0.001080234,0.933399856,0.31249094,0.000983958,0.940163076,0.336390793,-0.086537391,0.876192033,0.334755272,-0.190661147,0.96197772,0.392226905,0.019568466,0.846752584,0.404072672,-0.184314072,0.957265735,0.419842303,-0.024849977,0.888035059,0.446023226,-0.218864352,0.95683825,0.434627891,-0.031802654,0.897396982,0.463354796,-0.228296474,0.951382101,0.426153779,-0.039126001,0.904342473,0.454409242,-0.230849758,0.949573696,0.422835112,-0.030872663,0.901003003,0.44882372,-0.229146376,0.887694597,0.458825201,0.050451223,0.853462517,0.456581891,-0.056341443,0.9393332,0.533600271,-0.070834406,0.912838936,0.515122235,-0.197777897,0.913908422,0.630708218,0.050551403,0.897898197,0.607165456,-0.070475191,0.900939643,0.645974517,0.05130253,0.888064086,0.622616053,-0.069775753,0.940977037,0.666154563,0.020062556,0.920283914,0.639747024,-0.108971827,0
