Joint1_X,Joint1_Y,Joint1_Z,Joint2_X,Joint2_Y,Joint2_Z,Joint3_X,Joint3_Y,Joint3_Z,Joint4_X,Joint4_Y,Joint4_Z,Joint5_X,Joint5_Y,Joint5_Z,Joint6_X,Joint6_Y,Joint6_Z,Joint7_X,Joint7_Y,Joint7_Z,Joint8_X,Joint8_Y,Joint8_Z,Joint9_X,Joint9_Y,Joint9_Z,Joint10_X,Joint10_Y,Joint10_Z,Joint11_X,Joint11_Y,Joint11_Z,Joint12_X,Joint12_Y,Joint12_Z,Joint13_X,Joint13_Y,Joint13_Z,Joint14_X,Joint14_Y,Joint14_Z,Joint15_X,Joint15_Y,Joint15_Z,Joint16_X,Joint16_Y,Joint16_Z,Joint17_X,Joint17_Y,Joint17_Z,Joint18_X,Joint18_Y,Joint18_Z,Joint19_X,Joint19_Y,Joint19_Z,Joint20_X,Joint20_Y,Joint20_Z,Joint21_X,Joint21_Y,Joint21_Z,Joint22_X,Joint22_Y,Joint22_Z,Joint23_X,Joint23_Y,Joint23_Z,Joint24_X,Joint24_Y,Joint24_Z,Joint25_X,Joint25_Y,Joint25_Z,Joint26_X,Joint26_Y,Joint26_Z,Joint27_X,Joint27_Y,Joint27_Z,Joint28_X,Joint28_Y,Joint28_Z,Joint29_X,Joint29_Y,Joint29_Z,Joint30_X,Joint30_Y,Joint30_Z,Joint31_X,Joint31_Y,Joint31_Z,Joint32_X,Joint32_Y,Joint32_Z,Joint33_X,Joint33_Y,Joint33_Z,LLABEL
0.516345859,0.224796966,-0.001059144,0.520772219,0.21146892,0.001860306,0.524160326,0.211080685,-0.003089105,0.527502418,0.21069786,-0.001888528,0.511394739,0.21119161,-0.000303155,0.508076727,0.21070537,0.000374834,0.504776716,0.210243821,-0.000351115,0.532613575,0.209494025,-0.000267854,0.499869168,0.208886683,0.000833201,0.522287846,0.232361451,0.000590809,0.510301113,0.232177243,0.000300616,0.55732888,0.258280903,-0.172389954,0.475693524,0.2522223,-0.21023874,0.567467928,0.340127438,-0.07490845,0.458078861,0.32819131,-0.089563616,0.56878829,0.417613775,-0.110600464,0.448623478,0.405459434,-0.162090614,0.573341787,0.443599343,-0.111123025,0.439396083,0.427223057,-0.155034006,0.566952348,0.441433161,-0.124116108,0.446109027,0.429317206,-0.167120948,0.56077522,0.431465566,-0.118920088,0.453680158,0.422223985,-0.163712308,0.533960044,0.40760228,0.02234415,0.489526153,0.404321104,-0.01748425,0.535006762,0.51989311,-0.02189693,0.492756993,0.519375443,-0.048875123,0.531766057,0.624684572,0.156250402,0.494031996,0.625640392,0.039654899,0.526100695,0.641849935,0.167602628,0.497004777,0.640586853,0.074784227,0.547739565,0.66405952,0.140326053,0.488072008,0.668731391,0.085879445,0
0.513119996,0.220073521,-0.000417523,0.517505467,0.206637338,0.00181075,0.520941257,0.205989316,-0.003373359,0.524353206,0.205356807,-0.002550818,0.507954121,0.207366645,-0.000428901,0.504583955,0.207319543,0.000464523,0.501231074,0.207276836,-0.000535363,0.530800819,0.204368502,-0.00023436,0.49753809,0.2070373,0.001352439,0.520597219,0.227540761,0.000960549,0.508466303,0.228461653,0.000268722,0.559405386,0.258522034,-0.182367951,0.474978089,0.252232909,-0.175032198,0.573490918,0.339338899,-0.102871343,0.461149514,0.325937271,-0.030782698,0.57009697,0.417169839,-0.129717395,0.469880909,0.400848031,-0.0523098,0.572759688,0.442609221,-0.123725049,0.46896109,0.426159143,-0.042330243,0.564852238,0.440627903,-0.137296587,0.477571905,0.423621356,-0.054349452,0.559019208,0.43022114,-0.133336067,0.482431471,0.413975805,-0.05330487,0.538422763,0.417036295,-0.010178014,0.492441684,0.415576786,0.001013068,0.53982538,0.526261151,0.132934719,0.493268788,0.52609688,0.062892564,0.537338972,0.616333306,0.264324665,0.496617049,0.626052022,0.128080398,0.532071471,0.631218791,0.274049312,0.501801252,0.640435457,0.163056895,0.552742541,0.659368515,0.273794591,0.488932997,0.670272291,0.176171169,0
0.505599499,0.845945835,0.000340531,0.510611534,0.83787936,0.002744047,0.514270008,0.837129831,-0.000621752,0.518062174,0.836190104,0.002436446,0.499260068,0.83802259,-0.000477015,0.495607466,0.837203264,-0.000739943,0.492005646,0.836515367,-0.002256296,0.522925675,0.821533442,0.002976954,0.482953161,0.82165277,-0.000234679,0.50702405,0.841510296,-0.001355308,0.497904003,0.841057122,-0.001807941,0.542792678,0.755299985,-0.296322376,0.444143027,0.770893872,-0.399609357,0.577149808,0.704879701,-0.08980649,0.375520349,0.716775,-0.195713028,0.584819436,0.794870853,-0.22703582,0.389850616,0.803504527,-0.364843935,0.596006513,0.807231247,-0.187622607,0.378373832,0.817925334,-0.343132794,0.586632013,0.811670065,-0.187132493,0.395403028,0.82027483,-0.348513663,0.578750134,0.809178293,-0.197537526,0.402537942,0.815535009,-0.347804248,0.488049299,0.686954439,0.085137576,0.454785556,0.697835803,-0.058902729,0.490659565,0.655837536,0.388246477,0.449043363,0.654255152,0.275130779,0.493009299,0.616067648,0.689768016,0.448619008,0.609789133,0.672670364,0.488942534,0.602947176,0.656220734,0.444094241,0.5986467,0.636264384,0.505043149,0.639931977,0.579239368,0.453044266,0.626781106,0.537675798,0
0.509368479,0.849430323,0.000841896,0.514492154,0.843595445,0.00276554,0.518388689,0.842831731,-0.000444362,0.522450268,0.841853738,0.002702117,0.503059804,0.843513846,-0.000404812,0.499060243,0.842900455,-0.000895081,0.495093614,0.84244746,-0.002294429,0.527026355,0.827206612,0.002744491,0.485254616,0.828103244,-0.00010189,0.510702729,0.843814671,-0.001447023,0.500770986,0.843598545,-0.002115549,0.547348678,0.75812155,-0.295879126,0.441682786,0.771804214,-0.395644814,0.580988467,0.707454741,-0.088664658,0.367661476,0.718426585,-0.178965166,0.584573269,0.796504557,-0.20919624,0.386943042,0.805719674,-0.341258138,0.595107853,0.810164809,-0.172295302,0.376524568,0.82145822,-0.31860736,0.58389163,0.813295066,-0.173823237,0.39542979,0.82228303,-0.323511332,0.575966477,0.809593976,-0.183447435,0.401803792,0.816196442,-0.324023157,0.487079144,0.687781632,0.084367044,0.449201077,0.698016226,-0.057960931,0.494230211,0.657479763,0.380577743,0.443438828,0.663083076,0.29725045,0.49183321,0.621151805,0.707904577,0.441118598,0.623093665,0.719431996,0.486324579,0.607543349,0.675105274,0.435591877,0.612781763,0.679191053,0.504390717,0.650955677,0.594963133,0.44493407,0.646015644,0.581198394,0
0.509325862,0.850457072,0.001757614,0.514507711,0.841274083,0.002491266,0.518514514,0.839810431,-0.000867111,0.522725105,0.838153541,0.001663635,0.502445936,0.842152894,7.18E-05,0.497849256,0.841570616,-0.001331394,0.493255019,0.841109037,-0.002006443,0.527483642,0.819947064,0.003066592,0.482285261,0.824172318,-4.82E-05,0.51242131,0.84246397,-0.001937652,0.500852764,0.84408915,-0.001945317,0.547668993,0.75144434,-0.328243226,0.439701945,0.765728951,-0.387476116,0.581902444,0.687975466,-0.136060804,0.365005493,0.717962563,-0.201206192,0.583228707,0.793541372,-0.232886389,0.381056368,0.812270284,-0.322387815,0.596407115,0.812333047,-0.21376425,0.370976716,0.830495477,-0.330150217,0.581324339,0.814907074,-0.212111056,0.390149117,0.830422699,-0.334182829,0.57256937,0.808501244,-0.219554722,0.397622794,0.822936594,-0.331964046,0.492775291,0.674630642,0.056978602,0.4536452,0.684048235,-0.035761345,0.499720156,0.637192726,0.397879004,0.457148194,0.642709732,0.354608774,0.501125574,0.60054487,0.712468266,0.458837271,0.59884423,0.743014812,0.498034239,0.588074446,0.681632102,0.456197172,0.58522886,0.703576088,0.512670696,0.63176924,0.604575098,0.46593383,0.62577486,0.611614704,0
0.512881517,0.848285854,-0.000294595,0.515807509,0.841725886,0.002679772,0.518496752,0.840907097,-0.000123062,0.521332204,0.83984524,0.002904834,0.506771922,0.842108727,-0.001055252,0.503864467,0.841056049,-0.000847583,0.50103718,0.840194404,-0.002870478,0.523219824,0.825681746,0.002504442,0.49205634,0.826439738,-0.000116918,0.512067199,0.842502713,-0.001507222,0.505682588,0.841999471,-0.001797788,0.540030599,0.762149513,-0.274024785,0.448413372,0.789374471,-0.356220275,0.566294253,0.715731204,-0.08339189,0.384337395,0.739998996,-0.141339064,0.580905437,0.79913187,-0.22125265,0.398825347,0.811427951,-0.326399654,0.594214797,0.809806108,-0.193868771,0.390709251,0.824421704,-0.296292514,0.582275271,0.815304041,-0.194727182,0.405557513,0.825368941,-0.301201671,0.573472857,0.812284827,-0.202268094,0.410391659,0.819812059,-0.29952836,0.480636716,0.712868154,0.068509586,0.449914396,0.727754951,-0.042984925,0.482778221,0.668887198,0.353409231,0.44529143,0.68710947,0.296399951,0.47585693,0.626357257,0.678463519,0.442028373,0.639957249,0.681994915,0.471249968,0.614214242,0.640146852,0.436618805,0.629746437,0.644028604,0.484924078,0.640932798,0.545717955,0.445858806,0.652214706,0.535856128,0
0.504633605,0.847589731,0.001497884,0.509710729,0.836381555,0.002424833,0.514146328,0.834722817,-0.001211426,0.518690526,0.832919896,0.00153212,0.496734977,0.838011742,-0.000108163,0.491847396,0.837822676,-0.001305451,0.487028033,0.83783102,-0.002174244,0.525003672,0.81422621,0.003200033,0.476326376,0.822581589,0.000384704,0.509364247,0.841284394,-0.001801348,0.496815324,0.843761563,-0.001440144,0.547821999,0.748000503,-0.346043348,0.43697992,0.771757543,-0.391604692,0.583178759,0.681928635,-0.14957504,0.367896616,0.724433899,-0.194325909,0.585936666,0.792664945,-0.249307975,0.385132968,0.813993812,-0.337277055,0.599051952,0.811856985,-0.23366949,0.374520332,0.83160615,-0.343470067,0.583648443,0.814706147,-0.229139104,0.391530156,0.830301762,-0.346165895,0.575329065,0.808375835,-0.236428916,0.399580836,0.823364258,-0.345785499,0.497987866,0.67960155,0.041201472,0.457000345,0.692225754,-0.023805343,0.511297405,0.645687342,0.359358042,0.46110639,0.642471969,0.32638976,0.516194284,0.604885817,0.630609512,0.462395579,0.592472494,0.675095797,0.514100432,0.591033757,0.605849504,0.459718108,0.57807529,0.645287752,0.529334962,0.635877192,0.542142332,0.472923338,0.61144501,0.563816428,0
0.504633605,0.847589731,0.001497884,0.509710729,0.836381555,0.002424833,0.514146328,0.834722817,-0.001211426,0.518690526,0.832919896,0.00153212,0.496734977,0.838011742,-0.000108163,0.491847396,0.837822676,-0.001305451,0.487028033,0.83783102,-0.002174244,0.525003672,0.81422621,0.003200033,0.476326376,0.822581589,0.000384704,0.509364247,0.841284394,-0.001801348,0.496815324,0.843761563,-0.001440144,0.547821999,0.748000503,-0.346043348,0.43697992,0.771757543,-0.391604692,0.583178759,0.681928635,-0.14957504,0.367896616,0.724433899,-0.194325909,0.585936666,0.792664945,-0.249307975,0.385132968,0.813993812,-0.337277055,0.599051952,0.811856985,-0.23366949,0.374520332,0.83160615,-0.343470067,0.583648443,0.814706147,-0.229139104,0.391530156,0.830301762,-0.346165895,0.575329065,0.808375835,-0.236428916,0.399580836,0.823364258,-0.345785499,0.497987866,0.67960155,0.041201472,0.457000345,0.692225754,-0.023805343,0.511297405,0.645687342,0.359358042,0.46110639,0.642471969,0.32638976,0.516194284,0.604885817,0.630609512,0.462395579,0.592472494,0.675095797,0.514100432,0.591033757,0.605849504,0.459718108,0.57807529,0.645287752,0.529334962,0.635877192,0.542142332,0.472923338,0.61144501,0.563816428,0
0.504633605,0.847589731,0.001497884,0.509710729,0.836381555,0.002424833,0.514146328,0.834722817,-0.001211426,0.518690526,0.832919896,0.00153212,0.496734977,0.838011742,-0.000108163,0.491847396,0.837822676,-0.001305451,0.487028033,0.83783102,-0.002174244,0.525003672,0.81422621,0.003200033,0.476326376,0.822581589,0.000384704,0.509364247,0.841284394,-0.001801348,0.496815324,0.843761563,-0.001440144,0.547821999,0.748000503,-0.346043348,0.43697992,0.771757543,-0.391604692,0.583178759,0.681928635,-0.14957504,0.367896616,0.724433899,-0.194325909,0.585936666,0.792664945,-0.249307975,0.385132968,0.813993812,-0.337277055,0.599051952,0.811856985,-0.23366949,0.374520332,0.83160615,-0.343470067,0.583648443,0.814706147,-0.229139104,0.391530156,0.830301762,-0.346165895,0.575329065,0.808375835,-0.236428916,0.399580836,0.823364258,-0.345785499,0.497987866,0.67960155,0.041201472,0.457000345,0.692225754,-0.023805343,0.511297405,0.645687342,0.359358042,0.46110639,0.642471969,0.32638976,0.516194284,0.604885817,0.630609512,0.462395579,0.592472494,0.675095797,0.514100432,0.591033757,0.605849504,0.459718108,0.57807529,0.645287752,0.529334962,0.635877192,0.542142332,0.472923338,0.61144501,0.563816428,0
0.506652713,0.850615621,0.001395877,0.512042463,0.839687943,0.002295932,0.516647577,0.838320255,-0.001299903,0.521391034,0.836786628,0.001788434,0.498532236,0.840102673,1.96E-05,0.49340108,0.839569271,-0.001202536,0.488335043,0.83924067,-0.002204405,0.528631389,0.818125844,0.003252085,0.477551728,0.822886884,0.000207621,0.511600018,0.844636083,-0.001893296,0.49851647,0.846176624,-0.001481702,0.554973245,0.74909097,-0.358217895,0.436945558,0.766435266,-0.407885879,0.594395101,0.677118659,-0.14053899,0.364023685,0.713890433,-0.196084365,0.588070393,0.79165709,-0.238357753,0.383463323,0.809750855,-0.34181115,0.600286603,0.811572194,-0.21376878,0.373109102,0.828149915,-0.349391729,0.584088743,0.813333511,-0.21043846,0.391571581,0.827240705,-0.351727128,0.575652301,0.806681454,-0.219884917,0.399301261,0.820931196,-0.350562364,0.501903176,0.675511479,0.050753783,0.457968354,0.687339187,-0.030067829,0.514404655,0.637710571,0.395475626,0.459571332,0.640882254,0.351132363,0.51996696,0.594860435,0.686825633,0.459098905,0.592171848,0.711400867,0.518422186,0.580316603,0.65514189,0.456442654,0.577652991,0.673953414,0.530444562,0.629072666,0.586003304,0.466227949,0.615577042,0.586593032,0
0.515283167,0.851280212,-0.000526606,0.518972218,0.843167484,0.002609185,0.521684647,0.842629552,-0.000478057,0.5245713,0.841882229,0.002583238,0.509246767,0.843098998,-0.000860789,0.506310761,0.841325879,-0.000580631,0.503436148,0.839741707,-0.003314598,0.525731802,0.826933801,0.002775322,0.493721098,0.824958026,-0.000121299,0.514093399,0.846573472,-0.001299292,0.507774174,0.844615042,-0.001179529,0.536176324,0.771267593,-0.259275615,0.450287789,0.789458632,-0.3344253,0.558158278,0.72605139,-0.098408379,0.384139508,0.739245772,-0.141073048,0.571103692,0.807246208,-0.22916235,0.398775578,0.811801016,-0.314131171,0.583928883,0.818742812,-0.210456297,0.390054852,0.823889971,-0.283792675,0.573149264,0.82539016,-0.207816541,0.40482673,0.825264335,-0.290594965,0.565489769,0.82179445,-0.214429095,0.409574598,0.821343541,-0.287581861,0.478000045,0.722365022,0.0591195,0.448851913,0.734538198,-0.035409309,0.481500208,0.679278493,0.319712788,0.448620796,0.693653882,0.293527186,0.479434669,0.633305311,0.603497088,0.450942397,0.646248937,0.595278442,0.475769609,0.620643258,0.571245909,0.446434379,0.635008454,0.566572785,0.487048864,0.64876467,0.486188859,0.458725721,0.658068001,0.479363203,0
0.50117296,0.846940696,0.002829635,0.5075863,0.834910989,0.002418147,0.512205184,0.833041131,-0.001226822,0.517063379,0.831042767,0.000321116,0.493422687,0.836327076,-0.000409358,0.488120496,0.835523129,-0.002057068,0.482824236,0.83482039,-0.001958122,0.525225401,0.809388757,0.002984009,0.472545773,0.815081418,0.000470356,0.507929921,0.837964296,-0.002958562,0.49403429,0.840396702,-0.001242873,0.557017386,0.751452327,-0.394275695,0.436351955,0.750016212,-0.401037216,0.605124116,0.700276792,-0.185121983,0.362342298,0.71309346,-0.215205148,0.589496851,0.799820125,-0.283000618,0.383234352,0.810952485,-0.353896946,0.599286556,0.81644243,-0.263450682,0.375710875,0.826995909,-0.380394429,0.582540751,0.814320147,-0.265283227,0.394516647,0.826348782,-0.382073283,0.573830724,0.808670163,-0.269572258,0.401113749,0.821672618,-0.378105015,0.51115644,0.667346716,0.017780907,0.463514626,0.663510144,-0.013402154,0.521060884,0.624551713,0.416464508,0.467152715,0.619897366,0.441239566,0.529605269,0.585210323,0.799760044,0.470963717,0.576082647,0.846544683,0.529531419,0.568686485,0.7579211,0.471577495,0.559651315,0.796233654,0.532947063,0.625656188,0.672047496,0.472199142,0.610868037,0.712930679,0
0.510487258,0.222717792,-0.000244028,0.515422225,0.209643245,0.002051078,0.518998682,0.209239855,-0.00344478,0.52254802,0.208845258,-0.002531568,0.505714059,0.209820285,-0.000345443,0.502313077,0.209582224,3.82E-05,0.498935044,0.20934777,-0.000409664,0.529471219,0.207565635,-0.000151531,0.49552086,0.208559796,0.001433604,0.517958581,0.230788723,0.000741424,0.505742073,0.230884045,0.000170686,0.557113886,0.261521846,-0.208600029,0.473559201,0.253598332,-0.191911593,0.56900841,0.344803184,-0.138861492,0.460836381,0.330848753,-0.039568778,0.569810867,0.423712134,-0.175532401,0.469036758,0.405928254,-0.075837493,0.573597074,0.449813664,-0.170517385,0.467611432,0.431614339,-0.062789865,0.566821933,0.448437184,-0.183447346,0.475629002,0.430028945,-0.075097494,0.560488522,0.437465996,-0.179154843,0.480720669,0.420260727,-0.073022313,0.538249433,0.421480417,-0.02664266,0.492079705,0.41854763,0.012322105,0.539094687,0.532929003,0.088252947,0.490307242,0.529574811,0.062580414,0.534924328,0.623765707,0.242469057,0.491889507,0.627680957,0.14846994,0.53080827,0.639597416,0.254515201,0.49716568,0.642518938,0.181688383,0.545572877,0.665774941,0.254890054,0.483130157,0.672145844,0.194353208,0
0.486904472,0.859822989,-0.000820458,0.49294737,0.853238404,0.001738132,0.495710611,0.853197038,-0.00111128,0.498662651,0.853119612,0.002029465,0.485398024,0.850546122,-0.000683897,0.482803285,0.848156631,-0.000387083,0.48016879,0.84585613,-0.002552029,0.502393007,0.836750627,0.002008282,0.474967659,0.828281522,-0.000609276,0.486823887,0.85370177,-0.00064584,0.480728477,0.85095185,-0.00121505,0.529263616,0.797535777,-0.221640542,0.454397738,0.78261137,-0.329689711,0.536684692,0.757743061,-0.042608645,0.397987843,0.73893559,-0.206904769,0.522365689,0.824450672,-0.196941271,0.389547706,0.812924802,-0.339003086,0.528094769,0.841004431,-0.175552398,0.378456533,0.823860049,-0.318523377,0.522542953,0.840462267,-0.175817952,0.393786758,0.827920318,-0.325908542,0.518706322,0.832624018,-0.178504631,0.398626804,0.824193478,-0.323640943,0.478837878,0.74370122,0.073045433,0.450530589,0.733825624,-0.041853737,0.473347545,0.715854883,0.315227926,0.44807595,0.706605315,0.207743108,0.473175347,0.68516624,0.487299591,0.450114429,0.679315031,0.388491958,0.474295497,0.672543287,0.460036725,0.450249761,0.668716669,0.372050226,0.472197384,0.704379141,0.42760402,0.451314628,0.692668796,0.327151716,0
0.506595969,0.842354536,0.001300806,0.510792613,0.82986182,0.002692189,0.514977992,0.828386903,-0.00058135,0.519386292,0.826747537,0.002300317,0.497688174,0.831240058,0.00012302,0.492927998,0.830529928,-0.001075695,0.488234758,0.829952598,-0.00254656,0.523409188,0.808615625,0.003370851,0.476820767,0.812572837,0.000317383,0.509380102,0.835937262,-0.002181275,0.497709036,0.837349355,-0.002458665,0.548616171,0.74774617,-0.359723657,0.436440915,0.761640191,-0.448562294,0.585504591,0.698062778,-0.127264246,0.3628034,0.716159046,-0.249009699,0.586657882,0.796291709,-0.287192971,0.381167352,0.814300418,-0.399418563,0.598214507,0.812120199,-0.262038976,0.371008396,0.831344604,-0.402893364,0.58421129,0.81327939,-0.263568491,0.390371561,0.831031442,-0.409881026,0.576260626,0.808888137,-0.269254655,0.39762333,0.824153185,-0.404165119,0.491795748,0.67755729,0.079315163,0.451500744,0.683614254,-0.054551892,0.490238249,0.64219588,0.453645974,0.451558322,0.63690269,0.384953678,0.488971263,0.605378985,0.846238494,0.454925299,0.589728355,0.883452654,0.484929264,0.593146384,0.796375573,0.45212239,0.576322973,0.822887897,0.501049459,0.631321311,0.682869911,0.460095137,0.61500752,0.69339627,0
